source,target,weight,weight2,color_dist,boundary_contrast
23,29,171.46674692492456,0.672418615391861,0.672418615391861,0.0
24,25,18.145001215324132,0.07115686751107503,0.07115686751107503,0.0
24,30,42.38442966570582,0.16621344966943458,0.16621344966943458,0.0
25,30,25.331972023844358,0.09934106676017396,0.09934106676017396,0.0
25,33,21.32946929723241,0.08364497763620553,0.08364497763620553,0.0
25,26,12.671386688171504,0.04969171250263335,0.04969171250263335,0.0
25,38,10.931198276743686,0.042867444222524254,0.042867444222524254,0.0
26,27,26.210656492256827,0.10278688820492873,0.10278688820492873,0.0
26,35,25.727764657930113,0.10089319473698083,0.10089319473698083,0.0
26,38,18.70466392461489,0.07335162323378387,0.07335162323378387,0.0
26,36,9.073979846733135,0.035584234693071114,0.035584234693071114,0.0
26,33,8.711867980671558,0.0341641881594963,0.0341641881594963,0.0
26,49,40.31756457671376,0.15810809637926965,0.15810809637926965,0.0
27,31,45.83026735667665,0.17972653865363392,0.17972653865363392,0.0
27,35,4.664993634645307,0.018294092684883557,0.018294092684883557,0.0
28,32,58.993851128738584,0.23134843579897488,0.23134843579897488,0.0
28,39,15.588140903813231,0.06112996432867935,0.06112996432867935,0.0
28,40,78.03342686813228,0.30601343869855796,0.30601343869855796,0.0
29,31,81.88333687574489,0.3211111250029211,0.3211111250029211,0.0
29,34,72.71229413415601,0.28514625150649414,0.28514625150649414,0.0
30,33,4.17077980367427,0.01635599923009517,0.01635599923009517,0.0
30,37,1.472316804871749,0.005773791391653918,0.005773791391653918,0.0
30,43,38.08951159253758,0.14937063369622583,0.14937063369622583,0.0
30,44,6.115211811265305,0.023981222789275707,0.023981222789275707,0.0
31,34,13.97754789543074,0.054813913315414665,0.054813913315414665,0.0
31,36,15.196812627292966,0.059595343636443,0.059595343636443,0.0
31,35,46.45047777262381,0.1821587363632306,0.1821587363632306,0.0
32,39,72.53186793209322,0.2844386977729146,0.2844386977729146,0.0
33,38,26.70109246807416,0.10471016654146731,0.10471016654146731,0.0
33,43,33.9425676540547,0.13310810844727333,0.13310810844727333,0.0
33,48,14.530033868200677,0.056980524973335986,0.056980524973335986,0.0
33,49,32.0955890729041,0.1258650551878592,0.1258650551878592,0.0
34,36,2.3418135642091684,0.009183582604741839,0.009183582604741839,0.0
34,41,42.15202190425243,0.16530204668334286,0.16530204668334286,0.0
34,45,13.424751977373615,0.05264608618577889,0.05264608618577889,0.0
34,52,36.73742394059506,0.14406832917880416,0.14406832917880416,0.0
34,55,32.60783401421906,0.12787385887929043,0.12787385887929043,0.0
34,59,28.86864319074781,0.11321036545391298,0.11321036545391298,0.0
34,62,31.731402525353303,0.12443687264844434,0.12443687264844434,0.0
34,71,29.5969058487877,0.11606629744622626,0.11606629744622626,0.0
35,36,34.69632318556454,0.13606401249240999,0.13606401249240999,0.0
36,41,44.28342853158237,0.17366050404542108,0.17366050404542108,0.0
36,45,15.558255803014678,0.061012767854959515,0.061012767854959515,0.0
36,49,31.497919958333682,0.12352125473856346,0.12352125473856346,0.0
36,48,13.926311347097016,0.05461298567489026,0.05461298567489026,0.0
36,56,27.39639826948134,0.10743685595875035,0.10743685595875035,0.0
36,59,28.176104838203504,0.11049452877726865,0.11049452877726865,0.0
37,42,56.22850622705933,0.22050394598846795,0.22050394598846795,0.0
