node,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,centroid_row,centroid_col,bbox,mean_intensity_gray,mean_color
48,2601.0,309.96551211459376,0.9354060454659507,0.791058394160584,0.6148936170212767,101.60655752204114,35.92557442237721,409.85121107266434,118.21376393694733,"(386, 70, 431, 164)",0.5458032447550338,[216.67166474 111.51826221 185.2556709 ]
49,5139.0,855.2041481883564,0.6127743093044533,0.48831242873432157,0.3860426682692308,117.94540170245185,93.20729272829841,429.8709865732633,887.9408445222806,"(390, 831, 494, 959)",0.6484090244153703,[220.06518778 145.48141662 201.1517805 ]
50,6193.0,762.5056633785213,0.6752686594777038,0.5680609062557329,0.4464710547184774,130.29846505265613,96.1044802403375,438.4429194251574,820.6505732278379,"(391, 749, 488, 892)",0.6683056298224118,[216.04198288 153.61262716 202.69820765]
51,2473.0,356.97160876900364,0.9189229411873243,0.8215946843853821,0.7035561877667141,92.18798551954832,36.36236193232821,415.081682167408,735.7456530529721,"(398, 686, 435, 781)",0.5849537386519508,[221.39830166 123.2131015  193.75050546]
52,2574.0,301.44469683442253,0.9341490533386168,0.8008711885500933,0.715,100.26245705009198,35.78197635655596,417.512432012432,204.74514374514374,"(400, 153, 436, 253)",0.5491844359126712,[217.74009324 112.17482517 187.55050505]
53,2088.0,437.7645019878171,0.8918982759978082,0.6393141457440293,0.40614666407313754,84.18982930349695,38.07367774883687,423.3644636015326,444.580938697318,"(401, 399, 454, 496)",0.6108862893471565,[226.09243295 130.61015326 198.23659004]
54,2941.0,317.68733752154174,0.9484576066971196,0.8509837962962963,0.7100434572670208,110.86358109063576,35.13311633943808,423.54029241754506,294.1655899353961,"(403, 242, 441, 351)",0.5744491858844863,[223.34886093 119.17239034 190.94287657]
55,2516.0,407.5218613006978,0.9189324667461115,0.7448194197750148,0.5301306363253266,95.0144504253824,37.47511595292678,423.07949125596184,662.1577901430843,"(403, 615, 445, 728)",0.5587618226877397,[216.74642289 115.83744038 188.01033386]
56,9515.0,989.7310601229375,0.9413441688691087,0.6809073994561328,0.4585984191247349,215.84667753908593,72.83703061195078,447.76805044666315,562.6418286915397,"(404, 438, 488, 685)",0.7561473383409066,[227.97561745 179.86967945 217.66967945]
57,9300.0,772.2213921310594,0.7814811105093813,0.711607621088071,0.5235896858461885,162.622837621491,101.46508840862576,454.73010752688174,59.958494623655916,"(407, 0, 514, 166)",0.8172189410921358,[231.12849462 199.89473118 225.67731183]
58,2015.0,345.37972567696687,0.914130929113383,0.7603773584905661,0.6784511784511784,85.75192958597498,34.7654698826555,424.0208436724566,509.8794044665012,"(408, 460, 441, 550)",0.5400836380090498,[213.13002481 110.4248139  186.3146402 ]
59,2296.0,388.66399692442883,0.9096614850740774,0.711276332094176,0.5393469579516091,94.71612644334388,39.34038417360021,427.8493031358885,384.41506968641113,"(410, 333, 453, 432)",0.5825183996037439,[217.8989547  123.64982578 191.11759582]
60,13013.0,1376.7798333582164,0.8069113083809752,0.7048150354763582,0.5091158059467918,186.51832126954264,110.17126493219236,480.9172366095443,951.4339506647199,"(417, 844, 559, 1024)",0.789563674605937,[230.03096903 190.80642434 221.27933605]
61,9828.0,808.955410846827,0.9290029563443511,0.7719132893496701,0.6220253164556963,199.09609351915594,73.67994921633817,469.2420634920635,171.56023606023606,"(429, 64, 508, 264)",0.8360983297022514,[233.28133903 205.51037851 230.38369963]
62,6681.0,663.6528496361356,0.9368395736102927,0.715770302121277,0.47694174757281554,172.34207949079484,60.27825626391784,458.13979943122285,735.2637329741057,"(432, 634, 500, 840)",0.8398245325491369,[235.69929651 206.18904356 229.70199072]
63,6402.0,725.9310242291876,0.8453737323889229,0.6781061328249126,0.4646537959065176,136.2501788250649,72.78148033471436,468.88675413933146,300.44314276788504,"(437, 232, 520, 398)",0.8394631848503225,[235.4342393  206.00156201 231.0654483 ]
64,2326.0,469.67009357883865,0.9401562740852047,0.6242619431025228,0.4762489762489763,106.77476860906725,36.38281581073632,463.8920894239037,388.37833190025793,"(444, 335, 488, 446)",0.7731147923726671,[225.80008598 186.26741187 220.61092003]
65,6618.0,939.8670990922585,0.9387838564111348,0.5795096322241682,0.412490650710546,177.8461948292182,61.26920687472221,488.2039891205802,465.3028105167724,"(445, 375, 529, 566)",0.8096038509353576,[232.72227259 196.87896646 223.97068601]
66,10646.0,1072.494516090228,0.8701349459075193,0.6983273204329288,0.4629702109154164,200.41665354131888,98.76803861624403,519.8663347736239,656.6908698102574,"(454, 573, 559, 792)",0.835274578982072,[233.87957918 205.15151231 229.26789404]
67,7128.0,1046.583873865323,0.9250575353449815,0.5637456501107244,0.41720807726075504,180.65299198194774,68.61688550096119,513.2310606060606,752.2442480359147,"(474, 652, 559, 853)",0.831831616821813,[234.9760101  203.67915264 228.46871493]
68,3214.0,744.4640328181787,0.7813496167586704,0.6361836896278702,0.5316790736145575,92.96321714419715,58.01774549091478,505.0650280024891,844.5018668326073,"(474, 798, 539, 891)",0.8571720202057176,[238.61449907 211.14187928 233.32016179]
69,3820.0,744.8721497261417,0.8646695242382,0.6288065843621399,0.48569612205975843,110.48888806957311,55.50311321127658,507.9240837696335,342.9848167539267,"(475, 281, 540, 402)",0.870993942408377,[239.65       215.5026178  235.88429319]
70,2633.0,480.92492757477777,0.9167469350517261,0.6349168073306004,0.4557728925047603,108.60372664087586,43.38376432030385,507.29358146600833,549.1416635017091,"(478, 489, 531, 598)",0.8799686801754505,[238.86973035 218.790733   237.29965818]
71,7243.0,572.7411613907042,0.9162744587964248,0.7849788663704346,0.619483407458091,163.59632068542612,65.52867241104538,530.4286897694326,62.39652077868286,"(485, 0, 559, 158)",0.8480516982184286,[235.84536794 208.92889687 231.18321138]
72,3956.0,424.25588001646554,0.9653491511471376,0.7369597615499255,0.5043345232024478,145.60333678594867,37.99689638916076,518.2267441860465,225.95525783619817,"(488, 154, 541, 302)",0.6848979516842126,[220.95803842 157.78589484 205.48356926]
73,4069.0,698.5462479183373,0.8925905936245093,0.5505344337708024,0.34688832054560953,142.19384261539787,64.11066585017585,533.2944212337184,167.22757434259032,"(490, 87, 559, 257)",0.8371095838935231,[235.3271074  205.37552224 229.26886213]
74,7834.0,1074.5056633785211,0.9814414892168742,0.6335112404981401,0.41895288518102575,262.5588925652311,50.34877632173696,537.4774061781976,365.73512892519784,"(490, 210, 559, 481)",0.7958609965609935,[231.59943835 192.45889712 222.53229512]
75,2274.0,443.0548698896889,0.9223927726576312,0.6692171865803413,0.4053475935828877,100.86172426688066,38.95816877432387,534.9674582233949,940.429199648197,"(504, 894, 559, 996)",0.9535977951954749,[248.29507476 241.19656992 247.61037819]
76,2956.0,574.2031021678297,0.9148570502787605,0.6134052708030712,0.47258193445243807,110.4021928569925,44.57796354018706,539.7594722598105,546.547699594046,"(514, 472, 559, 611)",0.8102384060335907,[230.83558863 197.52435724 225.3717862 ]
77,2333.0,261.9888527117068,0.8569630944670187,0.9028637770897833,0.7331866750471402,79.40194090306161,40.921995922756665,541.3630518645521,991.5782254607801,"(516, 950, 559, 1024)",0.6181439145087954,[205.32233176 138.99099871 201.96313759]
78,1827.0,394.8711037056153,0.935806174117057,0.66996699669967,0.5217018846373501,91.36588537555119,32.207842395356664,543.8784893267651,480.1001642036125,"(525, 430, 559, 533)",0.9183958077637187,[245.70771757 229.96551724 242.17350848]
79,2078.0,361.0071426749364,0.9601927951265399,0.7207769684356573,0.5885018408382895,109.70189591862822,30.64392350705624,542.4605389797882,840.172281039461,"(526, 791, 559, 898)",0.9215001736209403,[245.17276227 231.16458133 242.83205005]
